,idx,answer,predict,acc,dataset
1478,1478-kazakh,A,A,1,kazakh
1479,1479-kazakh,A,A,1,kazakh
1480,1480-kazakh,B,D,0,kazakh
1481,1481-kazakh,D,D,1,kazakh
1482,1482-kazakh,D,D,1,kazakh
1483,1483-kazakh,B,D,0,kazakh
1484,1484-kazakh,B,D,0,kazakh
1485,1485-kazakh,C,D,0,kazakh
1486,1486-kazakh,A,D,0,kazakh
1487,1487-kazakh,A,D,0,kazakh
1488,1488-kazakh,C,D,0,kazakh
1489,1489-kazakh,E,D,0,kazakh
1490,1490-kazakh,A,A,1,kazakh
1491,1491-kazakh,A,D,0,kazakh
1492,1492-kazakh,B,D,0,kazakh
1493,1493-kazakh,E,C,0,kazakh
1494,1494-kazakh,B,D,0,kazakh
1495,1495-kazakh,D,D,1,kazakh
1496,1496-kazakh,C,C,1,kazakh
1497,1497-kazakh,D,D,1,kazakh
1498,1498-kazakh,C,D,0,kazakh
1499,1499-kazakh,D,D,1,kazakh
1500,1500-kazakh,D,D,1,kazakh
1501,1501-kazakh,D,D,1,kazakh
1502,1502-kazakh,D,D,1,kazakh
1503,1503-kazakh,C,D,0,kazakh
1504,1504-kazakh,D,D,1,kazakh
1505,1505-kazakh,A,D,0,kazakh
1506,1506-kazakh,B,D,0,kazakh
1507,1507-kazakh,C,D,0,kazakh
1508,1508-kazakh,B,D,0,kazakh
1509,1509-kazakh,C,D,0,kazakh
1510,1510-kazakh,C,D,0,kazakh
1511,1511-kazakh,C,D,0,kazakh
1512,1512-kazakh,B,A,0,kazakh
1513,1513-kazakh,D,A,0,kazakh
1514,1514-kazakh,C,D,0,kazakh
1515,1515-kazakh,C,D,0,kazakh
1516,1516-kazakh,B,D,0,kazakh
1517,1517-kazakh,E,B,0,kazakh
1518,1518-kazakh,D,D,1,kazakh
1519,1519-kazakh,B,A,0,kazakh
1520,1520-kazakh,E,D,0,kazakh
1521,1521-kazakh,B,D,0,kazakh
1522,1522-kazakh,C,D,0,kazakh
1523,1523-kazakh,C,D,0,kazakh
1524,1524-kazakh,A,D,0,kazakh
1525,1525-kazakh,E,D,0,kazakh
1526,1526-kazakh,E,D,0,kazakh
1527,1527-kazakh,E,D,0,kazakh
1528,1528-kazakh,B,D,0,kazakh
1529,1529-kazakh,E,D,0,kazakh
1530,1530-kazakh,C,C,1,kazakh
1531,1531-kazakh,C,D,0,kazakh
1532,1532-kazakh,A,D,0,kazakh
1533,1533-kazakh,D,D,1,kazakh
1534,1534-kazakh,D,D,1,kazakh
1535,1535-kazakh,A,D,0,kazakh
1536,1536-kazakh,A,A,1,kazakh
1537,1537-kazakh,A,D,0,kazakh
1538,1538-kazakh,E,D,0,kazakh
1539,1539-kazakh,B,D,0,kazakh
1540,1540-kazakh,E,D,0,kazakh
1541,1541-kazakh,A,A,1,kazakh
1542,1542-kazakh,D,A,0,kazakh
1543,1543-kazakh,A,D,0,kazakh
1544,1544-kazakh,D,D,1,kazakh
1545,1545-kazakh,B,D,0,kazakh
1546,1546-kazakh,D,D,1,kazakh
1547,1547-kazakh,A,D,0,kazakh
1548,1548-kazakh,B,D,0,kazakh
1549,1549-kazakh,B,D,0,kazakh
1550,1550-kazakh,D,D,1,kazakh
1551,1551-kazakh,A,D,0,kazakh
1552,1552-kazakh,A,D,0,kazakh
1553,1553-kazakh,E,D,0,kazakh
1554,1554-kazakh,B,D,0,kazakh
1555,1555-kazakh,E,D,0,kazakh
1556,1556-kazakh,E,C,0,kazakh
1557,1557-kazakh,C,D,0,kazakh
1558,1558-kazakh,A,A,1,kazakh
1559,1559-kazakh,B,D,0,kazakh
1560,1560-kazakh,B,D,0,kazakh
1561,1561-kazakh,C,D,0,kazakh
1562,1562-kazakh,D,D,1,kazakh
1563,1563-kazakh,D,D,1,kazakh
1564,1564-kazakh,D,D,1,kazakh
1565,1565-kazakh,C,D,0,kazakh
1566,1566-kazakh,D,D,1,kazakh
1567,1567-kazakh,A,A,1,kazakh
1568,1568-kazakh,D,D,1,kazakh
1569,1569-kazakh,D,D,1,kazakh
1570,1570-kazakh,D,D,1,kazakh
1571,1571-kazakh,A,D,0,kazakh
1572,1572-kazakh,C,D,0,kazakh
1573,1573-kazakh,E,D,0,kazakh
1574,1574-kazakh,E,D,0,kazakh
1575,1575-kazakh,E,A,0,kazakh
1576,1576-kazakh,C,A,0,kazakh
1577,1577-kazakh,B,D,0,kazakh
1578,1578-kazakh,B,D,0,kazakh
1579,1579-kazakh,B,D,0,kazakh
1580,1580-kazakh,C,D,0,kazakh
1581,1581-kazakh,C,D,0,kazakh
1582,1582-kazakh,A,D,0,kazakh
1583,1583-kazakh,A,D,0,kazakh
1584,1584-kazakh,A,D,0,kazakh
1585,1585-kazakh,B,D,0,kazakh
1586,1586-kazakh,B,D,0,kazakh
1587,1587-kazakh,D,D,1,kazakh
1588,1588-kazakh,E,A,0,kazakh
1589,1589-kazakh,C,D,0,kazakh
1590,1590-kazakh,C,D,0,kazakh
1591,1591-kazakh,A,D,0,kazakh
1592,1592-kazakh,B,D,0,kazakh
1593,1593-kazakh,E,D,0,kazakh
1594,1594-kazakh,C,D,0,kazakh
1595,1595-kazakh,D,D,1,kazakh
1596,1596-kazakh,E,D,0,kazakh
1597,1597-kazakh,B,A,0,kazakh
1598,1598-kazakh,B,D,0,kazakh
1599,1599-kazakh,D,C,0,kazakh
1600,1600-kazakh,C,D,0,kazakh
1601,1601-kazakh,C,D,0,kazakh
1602,1602-kazakh,D,A,0,kazakh
1603,1603-kazakh,D,D,1,kazakh
1604,1604-kazakh,E,A,0,kazakh
1605,1605-kazakh,E,D,0,kazakh
1606,1606-kazakh,E,D,0,kazakh
1607,1607-kazakh,C,D,0,kazakh
1608,1608-kazakh,E,D,0,kazakh
1609,1609-kazakh,B,D,0,kazakh
1610,1610-kazakh,E,D,0,kazakh
1611,1611-kazakh,C,D,0,kazakh
1612,1612-kazakh,E,D,0,kazakh
1613,1613-kazakh,A,D,0,kazakh
1614,1614-kazakh,B,D,0,kazakh
1615,1615-kazakh,C,D,0,kazakh
1616,1616-kazakh,A,D,0,kazakh
1617,1617-kazakh,B,C,0,kazakh
1618,1618-kazakh,A,D,0,kazakh
1619,1619-kazakh,D,D,1,kazakh
1620,1620-kazakh,E,C,0,kazakh
1621,1621-kazakh,D,D,1,kazakh
1622,1622-kazakh,E,D,0,kazakh
1623,1623-kazakh,C,D,0,kazakh
1624,1624-kazakh,A,D,0,kazakh
1625,1625-kazakh,C,D,0,kazakh
1626,1626-kazakh,D,D,1,kazakh
1627,1627-kazakh,A,D,0,kazakh
1628,1628-kazakh,C,C,1,kazakh
1629,1629-kazakh,C,D,0,kazakh
1630,1630-kazakh,D,D,1,kazakh
1631,1631-kazakh,D,D,1,kazakh
1632,1632-kazakh,A,D,0,kazakh
1633,1633-kazakh,C,A,0,kazakh
1634,1634-kazakh,E,A,0,kazakh
1635,1635-kazakh,B,D,0,kazakh
1636,1636-kazakh,A,A,1,kazakh
1637,1637-kazakh,D,D,1,kazakh
1638,1638-kazakh,D,D,1,kazakh
1639,1639-kazakh,D,D,1,kazakh
1640,1640-kazakh,D,D,1,kazakh
1641,1641-kazakh,E,D,0,kazakh
1642,1642-kazakh,A,D,0,kazakh
1643,1643-kazakh,A,C,0,kazakh
1644,1644-kazakh,A,D,0,kazakh
1645,1645-kazakh,E,D,0,kazakh
1646,1646-kazakh,A,C,0,kazakh
1647,1647-kazakh,D,D,1,kazakh
1648,1648-kazakh,A,C,0,kazakh
1649,1649-kazakh,B,D,0,kazakh
1650,1650-kazakh,D,D,1,kazakh
1651,1651-kazakh,D,D,1,kazakh
1652,1652-kazakh,E,D,0,kazakh
1653,1653-kazakh,C,D,0,kazakh
1654,1654-kazakh,D,D,1,kazakh
1655,1655-kazakh,E,A,0,kazakh
1656,1656-kazakh,B,D,0,kazakh
1657,1657-kazakh,A,D,0,kazakh
1658,1658-kazakh,E,D,0,kazakh
1659,1659-kazakh,A,D,0,kazakh
1660,1660-kazakh,B,D,0,kazakh
1661,1661-kazakh,A,C,0,kazakh
1662,1662-kazakh,A,D,0,kazakh
1663,1663-kazakh,A,D,0,kazakh
1664,1664-kazakh,B,D,0,kazakh
1665,1665-kazakh,D,D,1,kazakh
1666,1666-kazakh,A,D,0,kazakh
1667,1667-kazakh,D,D,1,kazakh
1668,1668-kazakh,A,D,0,kazakh
1669,1669-kazakh,D,D,1,kazakh
1670,1670-kazakh,A,D,0,kazakh
1671,1671-kazakh,D,D,1,kazakh
1672,1672-kazakh,E,D,0,kazakh
1673,1673-kazakh,A,D,0,kazakh
1674,1674-kazakh,D,C,0,kazakh
1675,1675-kazakh,E,D,0,kazakh
1676,1676-kazakh,B,D,0,kazakh
1677,1677-kazakh,A,D,0,kazakh
1678,1678-kazakh,D,D,1,kazakh
1679,1679-kazakh,D,D,1,kazakh
1680,1680-kazakh,E,D,0,kazakh
1681,1681-kazakh,C,A,0,kazakh
1682,1682-kazakh,C,A,0,kazakh
1683,1683-kazakh,B,A,0,kazakh
1684,1684-kazakh,A,D,0,kazakh
1685,1685-kazakh,E,A,0,kazakh
1686,1686-kazakh,D,D,1,kazakh
1687,1687-kazakh,C,A,0,kazakh
1688,1688-kazakh,D,D,1,kazakh
1689,1689-kazakh,E,A,0,kazakh
1690,1690-kazakh,D,D,1,kazakh
1691,1691-kazakh,B,D,0,kazakh
1692,1692-kazakh,C,D,0,kazakh
1693,1693-kazakh,B,D,0,kazakh
1694,1694-kazakh,B,D,0,kazakh
1695,1695-kazakh,E,D,0,kazakh
1696,1696-kazakh,B,D,0,kazakh
1697,1697-kazakh,B,D,0,kazakh
1698,1698-kazakh,E,D,0,kazakh
1699,1699-kazakh,A,D,0,kazakh
1700,1700-kazakh,C,D,0,kazakh
1701,1701-kazakh,E,D,0,kazakh
1702,1702-kazakh,E,D,0,kazakh
1703,1703-kazakh,C,D,0,kazakh
1704,1704-kazakh,A,D,0,kazakh
1705,1705-kazakh,C,A,0,kazakh
1706,1706-kazakh,C,D,0,kazakh
1707,1707-kazakh,E,D,0,kazakh
1708,1708-kazakh,B,D,0,kazakh
1709,1709-kazakh,C,D,0,kazakh
1710,1710-kazakh,B,D,0,kazakh
1711,1711-kazakh,E,A,0,kazakh
1712,1712-kazakh,B,D,0,kazakh
1713,1713-kazakh,A,D,0,kazakh
1714,1714-kazakh,E,D,0,kazakh
1715,1715-kazakh,E,D,0,kazakh
1716,1716-kazakh,E,D,0,kazakh
1717,1717-kazakh,C,D,0,kazakh
1718,1718-kazakh,D,D,1,kazakh
1719,1719-kazakh,A,D,0,kazakh
1720,1720-kazakh,A,D,0,kazakh
1721,1721-kazakh,E,C,0,kazakh
1722,1722-kazakh,B,D,0,kazakh
1723,1723-kazakh,E,D,0,kazakh
1724,1724-kazakh,C,D,0,kazakh
1725,1725-kazakh,A,D,0,kazakh
1726,1726-kazakh,C,D,0,kazakh
1727,1727-kazakh,D,D,1,kazakh
1728,1728-kazakh,D,D,1,kazakh
1729,1729-kazakh,A,D,0,kazakh
1730,1730-kazakh,A,D,0,kazakh
1731,1731-kazakh,C,A,0,kazakh
1732,1732-kazakh,C,D,0,kazakh
1733,1733-kazakh,E,D,0,kazakh
1734,1734-kazakh,B,D,0,kazakh
1735,1735-kazakh,D,D,1,kazakh
1736,1736-kazakh,E,A,0,kazakh
1737,1737-kazakh,C,D,0,kazakh
1738,1738-kazakh,D,C,0,kazakh
1739,1739-kazakh,E,D,0,kazakh
1740,1740-kazakh,E,D,0,kazakh
1741,1741-kazakh,C,C,1,kazakh
1742,1742-kazakh,B,C,0,kazakh
1743,1743-kazakh,E,C,0,kazakh
1744,1744-kazakh,B,D,0,kazakh
1745,1745-kazakh,A,D,0,kazakh
1746,1746-kazakh,E,H,0,kazakh
1747,1747-kazakh,B,D,0,kazakh
1748,1748-kazakh,B,D,0,kazakh
1749,1749-kazakh,B,C,0,kazakh
1750,1750-kazakh,B,D,0,kazakh
1751,1751-kazakh,D,D,1,kazakh
1752,1752-kazakh,D,D,1,kazakh
1753,1753-kazakh,D,D,1,kazakh
1754,1754-kazakh,B,D,0,kazakh
1755,1755-kazakh,D,D,1,kazakh
1756,1756-kazakh,B,A,0,kazakh
1757,1757-kazakh,B,D,0,kazakh
1758,1758-kazakh,E,D,0,kazakh
1759,1759-kazakh,B,D,0,kazakh
1760,1760-kazakh,D,D,1,kazakh
1761,1761-kazakh,C,C,1,kazakh
1762,1762-kazakh,A,D,0,kazakh
1763,1763-kazakh,E,D,0,kazakh
1764,1764-kazakh,D,D,1,kazakh
1765,1765-kazakh,D,D,1,kazakh
1766,1766-kazakh,B,D,0,kazakh
1767,1767-kazakh,C,D,0,kazakh
1768,1768-kazakh,B,D,0,kazakh
1769,1769-kazakh,B,D,0,kazakh
1770,1770-kazakh,A,D,0,kazakh
1771,1771-kazakh,D,D,1,kazakh
1772,1772-kazakh,D,D,1,kazakh
1773,1773-kazakh,A,D,0,kazakh
1774,1774-kazakh,E,A,0,kazakh
1775,1775-kazakh,B,D,0,kazakh
1776,1776-kazakh,C,D,0,kazakh
1777,1777-kazakh,A,D,0,kazakh
1778,1778-kazakh,B,A,0,kazakh
1779,1779-kazakh,E,D,0,kazakh
1780,1780-kazakh,D,D,1,kazakh
1781,1781-kazakh,C,D,0,kazakh
1782,1782-kazakh,E,C,0,kazakh
1783,1783-kazakh,C,D,0,kazakh
1784,1784-kazakh,A,D,0,kazakh
1785,1785-kazakh,E,D,0,kazakh
1786,1786-kazakh,B,C,0,kazakh
1787,1787-kazakh,B,D,0,kazakh
1788,1788-kazakh,E,D,0,kazakh
1789,1789-kazakh,E,D,0,kazakh
1790,1790-kazakh,C,D,0,kazakh
1791,1791-kazakh,D,C,0,kazakh
1792,1792-kazakh,E,D,0,kazakh
1793,1793-kazakh,C,D,0,kazakh
1794,1794-kazakh,C,D,0,kazakh
1795,1795-kazakh,C,A,0,kazakh
1796,1796-kazakh,A,C,0,kazakh
1797,1797-kazakh,E,D,0,kazakh
1798,1798-kazakh,B,D,0,kazakh
1799,1799-kazakh,D,C,0,kazakh
1800,1800-kazakh,E,D,0,kazakh
1801,1801-kazakh,E,C,0,kazakh
1802,1802-kazakh,D,D,1,kazakh
1803,1803-kazakh,C,D,0,kazakh
1804,1804-kazakh,C,D,0,kazakh
1805,1805-kazakh,B,D,0,kazakh
1806,1806-kazakh,D,C,0,kazakh
1807,1807-kazakh,C,D,0,kazakh
1808,1808-kazakh,C,D,0,kazakh
1809,1809-kazakh,D,D,1,kazakh
1810,1810-kazakh,A,D,0,kazakh
1811,1811-kazakh,A,D,0,kazakh
1812,1812-kazakh,C,D,0,kazakh
1813,1813-kazakh,C,C,1,kazakh
1814,1814-kazakh,D,D,1,kazakh
1815,1815-kazakh,C,A,0,kazakh
1816,1816-kazakh,E,D,0,kazakh
1817,1817-kazakh,E,D,0,kazakh
1818,1818-kazakh,E,D,0,kazakh
1819,1819-kazakh,A,A,1,kazakh
1820,1820-kazakh,C,A,0,kazakh
1821,1821-kazakh,B,D,0,kazakh
1822,1822-kazakh,E,D,0,kazakh
1823,1823-kazakh,A,D,0,kazakh
1824,1824-kazakh,D,C,0,kazakh
1825,1825-kazakh,B,C,0,kazakh
1826,1826-kazakh,E,D,0,kazakh
1827,1827-kazakh,C,D,0,kazakh
1828,1828-kazakh,C,D,0,kazakh
1829,1829-kazakh,E,D,0,kazakh
1830,1830-kazakh,C,D,0,kazakh
1831,1831-kazakh,D,A,0,kazakh
1832,1832-kazakh,B,A,0,kazakh
1833,1833-kazakh,D,D,1,kazakh
1834,1834-kazakh,D,D,1,kazakh
1835,1835-kazakh,A,D,0,kazakh
1836,1836-kazakh,B,D,0,kazakh
1837,1837-kazakh,D,A,0,kazakh
1838,1838-kazakh,C,A,0,kazakh
1839,1839-kazakh,A,A,1,kazakh
1840,1840-kazakh,E,C,0,kazakh
1841,1841-kazakh,A,D,0,kazakh
1842,1842-kazakh,D,D,1,kazakh
1843,1843-kazakh,D,C,0,kazakh
1844,1844-kazakh,B,D,0,kazakh
1845,1845-kazakh,C,D,0,kazakh
1846,1846-kazakh,E,D,0,kazakh
1847,1847-kazakh,B,D,0,kazakh
1848,1848-kazakh,E,D,0,kazakh
1849,1849-kazakh,A,C,0,kazakh
1850,1850-kazakh,D,D,1,kazakh
1851,1851-kazakh,C,D,0,kazakh
1852,1852-kazakh,E,D,0,kazakh
1853,1853-kazakh,E,D,0,kazakh
1854,1854-kazakh,E,D,0,kazakh
1855,1855-kazakh,E,D,0,kazakh
1856,1856-kazakh,E,A,0,kazakh
1857,1857-kazakh,E,D,0,kazakh
1858,1858-kazakh,E,D,0,kazakh
1859,1859-kazakh,E,D,0,kazakh
1860,1860-kazakh,C,C,1,kazakh
1861,1861-kazakh,E,D,0,kazakh
1862,1862-kazakh,A,C,0,kazakh
1863,1863-kazakh,A,D,0,kazakh
1864,1864-kazakh,D,D,1,kazakh
1865,1865-kazakh,B,D,0,kazakh
1866,1866-kazakh,E,A,0,kazakh
1867,1867-kazakh,C,C,1,kazakh
1868,1868-kazakh,D,D,1,kazakh
1869,1869-kazakh,A,C,0,kazakh
1870,1870-kazakh,A,D,0,kazakh
1871,1871-kazakh,D,C,0,kazakh
1872,1872-kazakh,E,D,0,kazakh
1873,1873-kazakh,A,D,0,kazakh
1874,1874-kazakh,A,C,0,kazakh
1875,1875-kazakh,D,C,0,kazakh
1876,1876-kazakh,B,C,0,kazakh
1877,1877-kazakh,E,C,0,kazakh
1878,1878-kazakh,E,D,0,kazakh
1879,1879-kazakh,C,C,1,kazakh
1880,1880-kazakh,B,C,0,kazakh
1881,1881-kazakh,D,D,1,kazakh
1882,1882-kazakh,E,D,0,kazakh
1883,1883-kazakh,C,A,0,kazakh
1884,1884-kazakh,B,C,0,kazakh
1885,1885-kazakh,E,C,0,kazakh
1886,1886-kazakh,B,A,0,kazakh
1887,1887-kazakh,C,D,0,kazakh
1888,1888-kazakh,E,D,0,kazakh
1889,1889-kazakh,D,D,1,kazakh
1890,1890-kazakh,E,D,0,kazakh
1891,1891-kazakh,D,D,1,kazakh
1892,1892-kazakh,B,D,0,kazakh
1893,1893-kazakh,B,D,0,kazakh
1894,1894-kazakh,B,D,0,kazakh
1895,1895-kazakh,B,D,0,kazakh
1896,1896-kazakh,D,A,0,kazakh
1897,1897-kazakh,E,C,0,kazakh
1898,1898-kazakh,C,D,0,kazakh
1899,1899-kazakh,C,A,0,kazakh
1900,1900-kazakh,B,A,0,kazakh
1901,1901-kazakh,E,D,0,kazakh
1902,1902-kazakh,D,D,1,kazakh
1903,1903-kazakh,E,D,0,kazakh
1904,1904-kazakh,D,D,1,kazakh
1905,1905-kazakh,E,D,0,kazakh
1906,1906-kazakh,A,D,0,kazakh
1907,1907-kazakh,B,D,0,kazakh
1908,1908-kazakh,B,C,0,kazakh
1909,1909-kazakh,B,D,0,kazakh
1910,1910-kazakh,C,D,0,kazakh
1911,1911-kazakh,B,D,0,kazakh
1912,1912-kazakh,D,C,0,kazakh
1913,1913-kazakh,B,C,0,kazakh
1914,1914-kazakh,A,D,0,kazakh
1915,1915-kazakh,B,D,0,kazakh
1916,1916-kazakh,B,C,0,kazakh
1917,1917-kazakh,A,D,0,kazakh
1918,1918-kazakh,D,D,1,kazakh
1919,1919-kazakh,E,A,0,kazakh
1920,1920-kazakh,C,C,1,kazakh
1921,1921-kazakh,A,D,0,kazakh
1922,1922-kazakh,B,D,0,kazakh
1923,1923-kazakh,A,D,0,kazakh
1924,1924-kazakh,B,A,0,kazakh
1925,1925-kazakh,B,D,0,kazakh
1926,1926-kazakh,C,D,0,kazakh
1927,1927-kazakh,E,D,0,kazakh
1928,1928-kazakh,A,D,0,kazakh
1929,1929-kazakh,C,A,0,kazakh
1930,1930-kazakh,E,D,0,kazakh
1931,1931-kazakh,B,A,0,kazakh
1932,1932-kazakh,A,D,0,kazakh
1933,1933-kazakh,D,D,1,kazakh
1934,1934-kazakh,A,D,0,kazakh
1935,1935-kazakh,A,D,0,kazakh
1936,1936-kazakh,C,D,0,kazakh
1937,1937-kazakh,E,A,0,kazakh
1938,1938-kazakh,C,C,1,kazakh
1939,1939-kazakh,B,A,0,kazakh
1940,1940-kazakh,A,D,0,kazakh
1941,1941-kazakh,A,D,0,kazakh
1942,1942-kazakh,A,D,0,kazakh
1943,1943-kazakh,B,D,0,kazakh
1944,1944-kazakh,E,D,0,kazakh
1945,1945-kazakh,B,C,0,kazakh
1946,1946-kazakh,A,D,0,kazakh
1947,1947-kazakh,C,D,0,kazakh
1948,1948-kazakh,D,D,1,kazakh
1949,1949-kazakh,A,D,0,kazakh
1950,1950-kazakh,A,D,0,kazakh
1951,1951-kazakh,A,C,0,kazakh
1952,1952-kazakh,B,D,0,kazakh
1953,1953-kazakh,C,D,0,kazakh
1954,1954-kazakh,B,D,0,kazakh
1955,1955-kazakh,E,D,0,kazakh
1956,1956-kazakh,E,D,0,kazakh
1957,1957-kazakh,D,D,1,kazakh
1958,1958-kazakh,E,D,0,kazakh
1959,1959-kazakh,D,C,0,kazakh
1960,1960-kazakh,D,A,0,kazakh
1961,1961-kazakh,E,D,0,kazakh
1962,1962-kazakh,E,D,0,kazakh
1963,1963-kazakh,D,D,1,kazakh
1964,1964-kazakh,B,D,0,kazakh
1965,1965-kazakh,C,D,0,kazakh
1966,1966-kazakh,E,A,0,kazakh
1967,1967-kazakh,C,A,0,kazakh
1968,1968-kazakh,E,D,0,kazakh
1969,1969-kazakh,C,D,0,kazakh
1970,1970-kazakh,E,A,0,kazakh
1971,1971-kazakh,B,D,0,kazakh
1972,1972-kazakh,E,D,0,kazakh
1973,1973-kazakh,E,A,0,kazakh
1974,1974-kazakh,B,A,0,kazakh
1975,1975-kazakh,C,D,0,kazakh
1976,1976-kazakh,A,D,0,kazakh
1977,1977-kazakh,E,D,0,kazakh
1978,1978-kazakh,B,A,0,kazakh
1979,1979-kazakh,A,A,1,kazakh
1980,1980-kazakh,D,D,1,kazakh
1981,1981-kazakh,C,A,0,kazakh
1982,1982-kazakh,B,A,0,kazakh
1983,1983-kazakh,D,D,1,kazakh
1984,1984-kazakh,A,B,0,kazakh
1985,1985-kazakh,D,A,0,kazakh
1986,1986-kazakh,C,D,0,kazakh
1987,1987-kazakh,D,D,1,kazakh
1988,1988-kazakh,D,D,1,kazakh
1989,1989-kazakh,C,D,0,kazakh
1990,1990-kazakh,B,D,0,kazakh
1991,1991-kazakh,B,A,0,kazakh
1992,1992-kazakh,A,D,0,kazakh
1993,1993-kazakh,E,D,0,kazakh
1994,1994-kazakh,D,D,1,kazakh
1995,1995-kazakh,D,C,0,kazakh
1996,1996-kazakh,B,D,0,kazakh
1997,1997-kazakh,C,D,0,kazakh
1998,1998-kazakh,C,D,0,kazakh
1999,1999-kazakh,E,A,0,kazakh
2000,2000-kazakh,E,A,0,kazakh
2001,2001-kazakh,D,A,0,kazakh
2002,2002-kazakh,C,A,0,kazakh
2003,2003-kazakh,B,A,0,kazakh
2004,2004-kazakh,A,D,0,kazakh
2005,2005-kazakh,D,C,0,kazakh
2006,2006-kazakh,E,C,0,kazakh
2007,2007-kazakh,C,D,0,kazakh
2008,2008-kazakh,E,D,0,kazakh
2009,2009-kazakh,A,D,0,kazakh
2010,2010-kazakh,C,D,0,kazakh
2011,2011-kazakh,D,D,1,kazakh
2012,2012-kazakh,D,D,1,kazakh
2013,2013-kazakh,D,D,1,kazakh
2014,2014-kazakh,A,C,0,kazakh
2015,2015-kazakh,C,D,0,kazakh
2016,2016-kazakh,C,D,0,kazakh
2017,2017-kazakh,D,D,1,kazakh
2018,2018-kazakh,E,C,0,kazakh
2019,2019-kazakh,B,A,0,kazakh
2020,2020-kazakh,C,A,0,kazakh
2021,2021-kazakh,A,D,0,kazakh
2022,2022-kazakh,C,A,0,kazakh
2023,2023-kazakh,A,D,0,kazakh
2024,2024-kazakh,D,D,1,kazakh
2025,2025-kazakh,B,C,0,kazakh
2026,2026-kazakh,A,D,0,kazakh
2027,2027-kazakh,C,D,0,kazakh
2028,2028-kazakh,E,D,0,kazakh
2029,2029-kazakh,D,D,1,kazakh
2030,2030-kazakh,C,D,0,kazakh
2031,2031-kazakh,A,D,0,kazakh
2032,2032-kazakh,A,D,0,kazakh
2033,2033-kazakh,E,C,0,kazakh
2034,2034-kazakh,E,D,0,kazakh
2035,2035-kazakh,D,D,1,kazakh
2036,2036-kazakh,B,D,0,kazakh
2037,2037-kazakh,E,D,0,kazakh
2038,2038-kazakh,E,C,0,kazakh
2039,2039-kazakh,C,C,1,kazakh
2040,2040-kazakh,A,D,0,kazakh
2041,2041-kazakh,D,D,1,kazakh
2042,2042-kazakh,A,D,0,kazakh
2043,2043-kazakh,B,C,0,kazakh
2044,2044-kazakh,A,A,1,kazakh
2045,2045-kazakh,B,D,0,kazakh
2046,2046-kazakh,D,D,1,kazakh
2047,2047-kazakh,E,C,0,kazakh
2048,2048-kazakh,B,D,0,kazakh
2049,2049-kazakh,A,D,0,kazakh
2050,2050-kazakh,A,D,0,kazakh
2051,2051-kazakh,B,D,0,kazakh
2052,2052-kazakh,C,D,0,kazakh
2053,2053-kazakh,D,C,0,kazakh
2054,2054-kazakh,D,D,1,kazakh
2055,2055-kazakh,E,D,0,kazakh
2056,2056-kazakh,D,C,0,kazakh
2057,2057-kazakh,B,D,0,kazakh
2058,2058-kazakh,C,B,0,kazakh
2059,2059-kazakh,A,C,0,kazakh
2060,2060-kazakh,E,D,0,kazakh
2061,2061-kazakh,B,D,0,kazakh
2062,2062-kazakh,D,C,0,kazakh
2063,2063-kazakh,D,D,1,kazakh
2064,2064-kazakh,A,D,0,kazakh
2065,2065-kazakh,C,D,0,kazakh
2066,2066-kazakh,B,D,0,kazakh
2067,2067-kazakh,D,C,0,kazakh
2068,2068-kazakh,A,D,0,kazakh
2069,2069-kazakh,A,D,0,kazakh
2070,2070-kazakh,D,D,1,kazakh
2071,2071-kazakh,D,D,1,kazakh
2072,2072-kazakh,A,D,0,kazakh
2073,2073-kazakh,C,C,1,kazakh
2074,2074-kazakh,D,D,1,kazakh
2075,2075-kazakh,B,C,0,kazakh
2076,2076-kazakh,B,D,0,kazakh
2077,2077-kazakh,D,C,0,kazakh
2078,2078-kazakh,D,C,0,kazakh
2079,2079-kazakh,C,D,0,kazakh
2080,2080-kazakh,A,D,0,kazakh
2081,2081-kazakh,E,D,0,kazakh
2082,2082-kazakh,E,C,0,kazakh
2083,2083-kazakh,E,D,0,kazakh
2084,2084-kazakh,A,D,0,kazakh
2085,2085-kazakh,D,D,1,kazakh
2086,2086-kazakh,E,D,0,kazakh
2087,2087-kazakh,E,D,0,kazakh
2088,2088-kazakh,C,D,0,kazakh
2089,2089-kazakh,E,D,0,kazakh
2090,2090-kazakh,C,D,0,kazakh
2091,2091-kazakh,B,D,0,kazakh
2092,2092-kazakh,E,D,0,kazakh
2093,2093-kazakh,D,D,1,kazakh
2094,2094-kazakh,C,D,0,kazakh
2095,2095-kazakh,C,D,0,kazakh
2096,2096-kazakh,A,D,0,kazakh
2097,2097-kazakh,A,D,0,kazakh
2098,2098-kazakh,C,D,0,kazakh
2099,2099-kazakh,B,D,0,kazakh
2100,2100-kazakh,D,D,1,kazakh
2101,2101-kazakh,A,D,0,kazakh
2102,2102-kazakh,E,C,0,kazakh
2103,2103-kazakh,E,D,0,kazakh
2104,2104-kazakh,A,D,0,kazakh
2105,2105-kazakh,B,D,0,kazakh
2106,2106-kazakh,D,D,1,kazakh
2107,2107-kazakh,A,D,0,kazakh
2108,2108-kazakh,D,D,1,kazakh
2109,2109-kazakh,E,D,0,kazakh
2110,2110-kazakh,B,D,0,kazakh
2111,2111-kazakh,A,D,0,kazakh
2112,2112-kazakh,A,D,0,kazakh
